word, noun, lemmatized, sentiment, source, ambiguity
абортивный, Adj, абортивный, negative, fact
малосимпатичный, Adj, малосимпатичный, negative, opinion
малосодержательный, Adj, малосодержательный, negative, opinion
малость, Noun, малость, negative, opinion
малость, Noun, малость, neutral, opinion
малость, Noun, малость, neutral, opinion
малосущественный, Adj, малосущественный, negative, opinion
малоубедительность, Noun, малоубедительность, negative, opinion
малоубедительный, Adj, малоубедительный, negative, opinion
малоудачный, Adj, малоудачный, negative, opinion
малоутешительный, Adj, малоутешительный, negative, opinion
малоэффективность, Noun, малоэффективность, negative, opinion
малоэффективный, Adj, малоэффективный, negative, opinion
малярийный, Adj, малярийный, negative, fact
малярия, Noun, малярия, negative, fact
мамуля, Noun, мамуля, positive, opinion
мандраж, Noun, мандраж, negative, feeling
маневр, Noun, маневр, neutral, fact
маневр, Noun, маневр, neutral, fact
маневр, Noun, маневр, positive/negative, opinion
маниакальный, Adj, маниакальный, negative, fact
